iteration, site 1, site 2, a, b, i, j, value
0, 1, 0, 4, 4, 0, 0, 0.0
0, 1, 1, 1, 1, 0, 0, 0.0
0, 1, 1, 1, 2, 0, 0, 0.0
0, 1, 1, 1, 3, 0, 0, 0.0
0, 1, 1, 1, 4, 0, 0, 0.0
0, 1, 1, 2, 1, 0, 0, 0.0
0, 1, 1, 2, 2, 0, 0, 0.0
0, 1, 1, 2, 3, 0, 0, 0.0
0, 1, 1, 2, 4, 0, 0, 0.0
0, 1, 1, 3, 1, 0, 0, 0.0
0, 1, 1, 3, 2, 0, 0, 0.0
0, 1, 1, 3, 3, 0, 0, 0.0
0, 1, 1, 3, 4, 0, 0, 0.0
0, 1, 1, 4, 1, 0, 0, 0.0
0, 1, 1, 4, 2, 0, 0, 0.0
0, 1, 1, 4, 3, 0, 0, 0.0
0, 1, 1, 4, 4, 0, 0, 0.0
0, 1, 2, 1, 1, 0, 0, 0.0
0, 1, 2, 1, 2, 0, 0, 0.0
0, 1, 2, 1, 3, 0, 0, 0.0
0, 1, 2, 1, 4, 0, 0, 0.0
0, 1, 2, 2, 1, 0, 0, 0.0
0, 1, 2, 2, 2, 0, 0, 0.0
0, 1, 2, 2, 3, 0, 0, 0.0
0, 1, 2, 2, 4, 0, 0, 0.0
0, 1, 2, 3, 1, 0, 0, 0.0
0, 1, 2, 3, 2, 0, 0, 0.0
0, 1, 2, 3, 3, 0, 0, 0.0
0, 1, 2, 3, 4, 0, 0, 0.0
0, 1, 2, 4, 1, 0, 0, 0.0
0, 1, 2, 4, 2, 0, 0, 0.0
0, 1, 2, 4, 3, 0, 0, 0.0
0, 1, 2, 4, 4, 0, 0, 0.0
0, 1, 3, 1, 1, 0, 0, 0.0
0, 1, 3, 1, 2, 0, 0, 0.0
0, 1, 3, 1, 3, 0, 0, 0.0
0, 1, 3, 1, 4, 0, 0, 0.0
0, 1, 3, 2, 1, 0, 0, 0.0
0, 1, 3, 2, 2, 0, 0, 0.0
0, 1, 3, 2, 3, 0, 0, 0.0
0, 1, 3, 2, 4, 0, 0, 0.0
0, 1, 3, 3, 1, 0, 0, 0.0
0, 1, 3, 3, 2, 0, 0, 0.0
0, 1, 3, 3, 3, 0, 0, 0.0
0, 1, 3, 3, 4, 0, 0, 0.0
0, 1, 3, 4, 1, 0, 0, 0.0
0, 1, 3, 4, 2, 0, 0, 0.0
0, 1, 3, 4, 3, 0, 0, 0.0
0, 1, 3, 4, 4, 0, 0, 0.0
0, 1, 4, 1, 1, 0, 0, 0.0
0, 1, 4, 1, 2, 0, 0, 0.0
0, 1, 4, 1, 3, 0, 0, 0.0
0, 1, 4, 1, 4, 0, 0, 0.0
0, 1, 4, 2, 1, 0, 0, 0.0
0, 1, 4, 2, 2, 0, 0, 0.0
0, 1, 4, 2, 3, 0, 0, 0.0
0, 1, 4, 2, 4, 0, 0, 0.0
0, 1, 4, 3, 1, 0, 0, 0.0
0, 1, 4, 3, 2, 0, 0, 0.0
0, 1, 4, 3, 3, 0, 0, 0.0
0, 1, 4, 3, 4, 0, 0, 0.0
0, 1, 4, 4, 1, 0, 0, 0.0
0, 1, 4, 4, 2, 0, 0, 0.0
0, 1, 4, 4, 3, 0, 0, 0.0
0, 1, 4, 4, 4, 0, 0, 0.0
0, 2, 0, 1, 1, 0, 0, 0.0
0, 2, 0, 1, 2, 0, 0, 0.0
0, 2, 0, 1, 3, 0, 0, 0.0
0, 2, 0, 1, 4, 0, 0, 0.0
0, 2, 0, 2, 1, 0, 0, 0.0
0, 2, 0, 2, 2, 0, 0, 0.0
0, 2, 0, 2, 3, 0, 0, 0.0
0, 2, 0, 2, 4, 0, 0, 0.0
0, 2, 0, 3, 1, 0, 0, 0.0
0, 2, 0, 3, 2, 0, 0, 0.0
0, 2, 0, 3, 3, 0, 0, 0.0
0, 2, 0, 3, 4, 0, 0, 0.0
0, 2, 0, 4, 1, 0, 0, 0.0
0, 2, 0, 4, 2, 0, 0, 0.0
0, 2, 0, 4, 3, 0, 0, 0.0
0, 2, 0, 4, 4, 0, 0, 0.0
0, 2, 1, 1, 1, 0, 0, 0.0
0, 2, 1, 1, 2, 0, 0, 0.0
0, 2, 1, 1, 3, 0, 0, 0.0
0, 2, 1, 1, 4, 0, 0, 0.0
0, 2, 1, 2, 1, 0, 0, 0.0
0, 2, 1, 2, 2, 0, 0, 0.0
0, 2, 1, 2, 3, 0, 0, 0.0
0, 2, 1, 2, 4, 0, 0, 0.0
0, 2, 1, 3, 1, 0, 0, 0.0
0, 2, 1, 3, 2, 0, 0, 0.0
0, 2, 1, 3, 3, 0, 0, 0.0
0, 2, 1, 3, 4, 0, 0, 0.0
0, 2, 1, 4, 1, 0, 0, 0.0
0, 2, 1, 4, 2, 0, 0, 0.0
0, 2, 1, 4, 3, 0, 0, 0.0
0, 2, 1, 4, 4, 0, 0, 0.0
0, 2, 2, 1, 1, 0, 0, 0.0
0, 2, 2, 1, 2, 0, 0, 0.0
0, 2, 2, 1, 3, 0, 0, 0.0
0, 2, 2, 1, 4, 0, 0, 0.0
0, 2, 2, 2, 1, 0, 0, 0.0
0, 2, 2, 2, 2, 0, 0, 0.0
0, 2, 2, 2, 3, 0, 0, 0.0
0, 2, 2, 2, 4, 0, 0, 0.0
0, 2, 2, 3, 1, 0, 0, 0.0
0, 2, 2, 3, 2, 0, 0, 0.0
0, 2, 2, 3, 3, 0, 0, 0.0
0, 2, 2, 3, 4, 0, 0, 0.0
0, 2, 2, 4, 1, 0, 0, 0.0
0, 2, 2, 4, 2, 0, 0, 0.0
0, 2, 2, 4, 3, 0, 0, 0.0
0, 2, 2, 4, 4, 0, 0, 0.0
0, 2, 3, 1, 1, 0, 0, 0.0
0, 2, 3, 1, 2, 0, 0, 0.0
0, 2, 3, 1, 3, 0, 0, 0.0
0, 2, 3, 1, 4, 0, 0, 0.0
0, 2, 3, 2, 1, 0, 0, 0.0
0, 2, 3, 2, 2, 0, 0, 0.0
0, 2, 3, 2, 3, 0, 0, 0.0
0, 2, 3, 2, 4, 0, 0, 0.0
0, 2, 3, 3, 1, 0, 0, 0.0
0, 2, 3, 3, 2, 0, 0, 0.0
0, 2, 3, 3, 3, 0, 0, 0.0
0, 2, 3, 3, 4, 0, 0, 0.0
0, 2, 3, 4, 1, 0, 0, 0.0
0, 2, 3, 4, 2, 0, 0, 0.0
0, 2, 3, 4, 3, 0, 0, 0.0
0, 2, 3, 4, 4, 0, 0, 0.0
0, 2, 4, 1, 1, 0, 0, 0.0
0, 2, 4, 1, 2, 0, 0, 0.0
0, 2, 4, 1, 3, 0, 0, 0.0
0, 2, 4, 1, 4, 0, 0, 0.0
0, 2, 4, 2, 1, 0, 0, 0.0
0, 2, 4, 2, 2, 0, 0, 0.0
0, 2, 4, 2, 3, 0, 0, 0.0
0, 2, 4, 2, 4, 0, 0, 0.0
0, 2, 4, 3, 1, 0, 0, 0.0
0, 2, 4, 3, 2, 0, 0, 0.0
0, 2, 4, 3, 3, 0, 0, 0.0
0, 2, 4, 3, 4, 0, 0, 0.0
0, 2, 4, 4, 1, 0, 0, 0.0
0, 2, 4, 4, 2, 0, 0, 0.0
0, 2, 4, 4, 3, 0, 0, 0.0
0, 2, 4, 4, 4, 0, 0, 0.0
0, 3, 0, 1, 1, 0, 0, 0.0
0, 3, 0, 1, 2, 0, 0, 0.0
0, 3, 0, 1, 3, 0, 0, 0.0
0, 3, 0, 1, 4, 0, 0, 0.0
0, 3, 0, 2, 1, 0, 0, 0.0
0, 3, 0, 2, 2, 0, 0, 0.0
0, 3, 0, 2, 3, 0, 0, 0.0
0, 3, 0, 2, 4, 0, 0, 0.0
0, 3, 0, 3, 1, 0, 0, 0.0
0, 3, 0, 3, 2, 0, 0, 0.0
0, 3, 0, 3, 3, 0, 0, 0.0
0, 3, 0, 3, 4, 0, 0, 0.0
0, 3, 0, 4, 1, 0, 0, 0.0
0, 3, 0, 4, 2, 0, 0, 0.0
0, 3, 0, 4, 3, 0, 0, 0.0
0, 3, 0, 4, 4, 0, 0, 0.0
0, 3, 1, 1, 1, 0, 0, 0.0
0, 3, 1, 1, 2, 0, 0, 0.0
0, 3, 1, 1, 3, 0, 0, 0.0
0, 3, 1, 1, 4, 0, 0, 0.0
0, 3, 1, 2, 1, 0, 0, 0.0
0, 3, 1, 2, 2, 0, 0, 0.0
0, 3, 1, 2, 3, 0, 0, 0.0
0, 3, 1, 2, 4, 0, 0, 0.0
0, 3, 1, 3, 1, 0, 0, 0.0
0, 3, 1, 3, 2, 0, 0, 0.0
0, 3, 1, 3, 3, 0, 0, 0.0
0, 3, 1, 3, 4, 0, 0, 0.0
0, 3, 1, 4, 1, 0, 0, 0.0
0, 3, 1, 4, 2, 0, 0, 0.0
0, 3, 1, 4, 3, 0, 0, 0.0
0, 3, 1, 4, 4, 0, 0, 0.0
0, 3, 2, 1, 1, 0, 0, 0.0
0, 3, 2, 1, 2, 0, 0, 0.0
0, 3, 2, 1, 3, 0, 0, 0.0
0, 3, 2, 1, 4, 0, 0, 0.0
0, 3, 2, 2, 1, 0, 0, 0.0
0, 3, 2, 2, 2, 0, 0, 0.0
0, 3, 2, 2, 3, 0, 0, 0.0
0, 3, 2, 2, 4, 0, 0, 0.0
0, 3, 2, 3, 1, 0, 0, 0.0
0, 3, 2, 3, 2, 0, 0, 0.0
0, 3, 2, 3, 3, 0, 0, 0.0
0, 3, 2, 3, 4, 0, 0, 0.0
0, 3, 2, 4, 1, 0, 0, 0.0
0, 3, 2, 4, 2, 0, 0, 0.0
0, 3, 2, 4, 3, 0, 0, 0.0
0, 3, 2, 4, 4, 0, 0, 0.0
0, 3, 3, 1, 1, 0, 0, 0.0
0, 3, 3, 1, 2, 0, 0, 0.0
0, 3, 3, 1, 3, 0, 0, 0.0
0, 3, 3, 1, 4, 0, 0, 0.0
0, 3, 3, 2, 1, 0, 0, 0.0
0, 3, 3, 2, 2, 0, 0, 0.0
0, 3, 3, 2, 3, 0, 0, 0.0
0, 3, 3, 2, 4, 0, 0, 0.0
0, 3, 3, 3, 1, 0, 0, 0.0
0, 3, 3, 3, 2, 0, 0, 0.0
0, 3, 3, 3, 3, 0, 0, 0.0
0, 3, 3, 3, 4, 0, 0, 0.0
0, 3, 3, 4, 1, 0, 0, 0.0
0, 3, 3, 4, 2, 0, 0, 0.0
0, 3, 3, 4, 3, 0, 0, 0.0
0, 3, 3, 4, 4, 0, 0, 0.0
0, 3, 4, 1, 1, 0, 0, 0.0
0, 3, 4, 1, 2, 0, 0, 0.0
0, 3, 4, 1, 3, 0, 0, 0.0
0, 3, 4, 1, 4, 0, 0, 0.0
0, 3, 4, 2, 1, 0, 0, 0.0
0, 3, 4, 2, 2, 0, 0, 0.0
0, 3, 4, 2, 3, 0, 0, 0.0
0, 3, 4, 2, 4, 0, 0, 0.0
0, 3, 4, 3, 1, 0, 0, 0.0
0, 3, 4, 3, 2, 0, 0, 0.0
0, 3, 4, 3, 3, 0, 0, 0.0
0, 3, 4, 3, 4, 0, 0, 0.0
0, 3, 4, 4, 1, 0, 0, 0.0
0, 3, 4, 4, 2, 0, 0, 0.0
0, 3, 4, 4, 3, 0, 0, 0.0
0, 3, 4, 4, 4, 0, 0, 0.0
0, 4, 0, 1, 1, 0, 0, 0.0
0, 4, 0, 1, 2, 0, 0, 0.0
0, 4, 0, 1, 3, 0, 0, 0.0
0, 4, 0, 1, 4, 0, 0, 0.0
0, 4, 0, 2, 1, 0, 0, 0.0
0, 4, 0, 2, 2, 0, 0, 0.0
0, 4, 0, 2, 3, 0, 0, 0.0
0, 4, 0, 2, 4, 0, 0, 0.0
0, 4, 0, 3, 1, 0, 0, 0.0
0, 4, 0, 3, 2, 0, 0, 0.0
0, 4, 0, 3, 3, 0, 0, 0.0
0, 4, 0, 3, 4, 0, 0, 0.0
0, 4, 0, 4, 1, 0, 0, 0.0
0, 4, 0, 4, 2, 0, 0, 0.0
0, 4, 0, 4, 3, 0, 0, 0.0
0, 4, 0, 4, 4, 0, 0, 0.0
0, 4, 1, 1, 1, 0, 0, 0.0
0, 4, 1, 1, 2, 0, 0, 0.0
0, 4, 1, 1, 3, 0, 0, 0.0
0, 4, 1, 1, 4, 0, 0, 0.0
0, 4, 1, 2, 1, 0, 0, 0.0
0, 4, 1, 2, 2, 0, 0, 0.0
0, 4, 1, 2, 3, 0, 0, 0.0
0, 4, 1, 2, 4, 0, 0, 0.0
0, 4, 1, 3, 1, 0, 0, 0.0
0, 4, 1, 3, 2, 0, 0, 0.0
0, 4, 1, 3, 3, 0, 0, 0.0
0, 4, 1, 3, 4, 0, 0, 0.0
0, 4, 1, 4, 1, 0, 0, 0.0
0, 4, 1, 4, 2, 0, 0, 0.0
0, 4, 1, 4, 3, 0, 0, 0.0
0, 4, 1, 4, 4, 0, 0, 0.0
0, 4, 2, 1, 1, 0, 0, 0.0
0, 4, 2, 1, 2, 0, 0, 0.0
0, 4, 2, 1, 3, 0, 0, 0.0
0, 4, 2, 1, 4, 0, 0, 0.0
0, 4, 2, 2, 1, 0, 0, 0.0
0, 4, 2, 2, 2, 0, 0, 0.0
0, 4, 2, 2, 3, 0, 0, 0.0
0, 4, 2, 2, 4, 0, 0, 0.0
0, 4, 2, 3, 1, 0, 0, 0.0
0, 4, 2, 3, 2, 0, 0, 0.0
0, 4, 2, 3, 3, 0, 0, 0.0
0, 4, 2, 3, 4, 0, 0, 0.0
0, 4, 2, 4, 1, 0, 0, 0.0
0, 4, 2, 4, 2, 0, 0, 0.0
0, 4, 2, 4, 3, 0, 0, 0.0
0, 4, 2, 4, 4, 0, 0, 0.0
0, 4, 3, 1, 1, 0, 0, 0.0
0, 4, 3, 1, 2, 0, 0, 0.0
0, 4, 3, 1, 3, 0, 0, 0.0
0, 4, 3, 1, 4, 0, 0, 0.0
0, 4, 3, 2, 1, 0, 0, 0.0
0, 4, 3, 2, 2, 0, 0, 0.0
0, 4, 3, 2, 3, 0, 0, 0.0
0, 4, 3, 2, 4, 0, 0, 0.0
0, 4, 3, 3, 1, 0, 0, 0.0
0, 4, 3, 3, 2, 0, 0, 0.0
0, 4, 3, 3, 3, 0, 0, 0.0
0, 4, 3, 3, 4, 0, 0, 0.0
0, 4, 3, 4, 1, 0, 0, 0.0
0, 4, 3, 4, 2, 0, 0, 0.0
0, 4, 3, 4, 3, 0, 0, 0.0
0, 4, 3, 4, 4, 0, 0, 0.0
0, 4, 4, 1, 1, 0, 0, 0.0
0, 4, 4, 1, 2, 0, 0, 0.0
0, 4, 4, 1, 3, 0, 0, 0.0
0, 4, 4, 1, 4, 0, 0, 0.0
0, 4, 4, 2, 1, 0, 0, 0.0
0, 4, 4, 2, 2, 0, 0, 0.0
0, 4, 4, 2, 3, 0, 0, 0.0
0, 4, 4, 2, 4, 0, 0, 0.0
0, 4, 4, 3, 1, 0, 0, 0.0
0, 4, 4, 3, 2, 0, 0, 0.0
0, 4, 4, 3, 3, 0, 0, 0.0
0, 4, 4, 3, 4, 0, 0, 0.0
0, 4, 4, 4, 1, 0, 0, 0.0
0, 4, 4, 4, 2, 0, 0, 0.0
0, 4, 4, 4, 3, 0, 0, 0.0
0, 4, 4, 4, 4, 0, 0, 0.0
1, 0, 0, 1, 1, 0, 0, 0.0
1, 0, 0, 1, 2, 0, 0, 0.0
1, 0, 0, 1, 3, 0, 0, 0.0
1, 0, 0, 1, 4, 0, 0, 0.0
1, 0, 0, 2, 1, 0, 0, 0.0
1, 0, 0, 2, 2, 0, 0, 0.0
1, 0, 0, 2, 3, 0, 0, 0.0
1, 0, 0, 2, 4, 0, 0, 0.0
1, 0, 0, 3, 1, 0, 0, 0.0
1, 0, 0, 3, 2, 0, 0, 0.0
1, 0, 0, 3, 3, 0, 0, 0.0
1, 0, 0, 3, 4, 0, 0, 0.0
1, 0, 0, 4, 1, 0, 0, 0.0
1, 0, 0, 4, 2, 0, 0, 0.0
1, 0, 0, 4, 3, 0, 0, 0.0
1, 0, 0, 4, 4, 0, 0, 0.0
1, 0, 1, 1, 1, 0, 0, -0.5000302578521514
1, 0, 1, 1, 2, 0, 0, -0.007264330713417004
1, 0, 1, 1, 3, 0, 0, -0.014281553369879558
1, 0, 1, 1, 4, 0, 0, 0.007471389228095338
1, 0, 1, 2, 1, 0, 0, -0.0072643307134169525
1, 0, 1, 2, 2, 0, 0, -0.23949946793249308
1, 0, 1, 2, 3, 0, 0, -0.001954082518475168
1, 0, 1, 2, 4, 0, 0, 0.003048511530529652
1, 0, 1, 3, 1, 0, 0, -0.014281553369879555
1, 0, 1, 3, 2, 0, 0, -0.0019540825184751675
1, 0, 1, 3, 3, 0, 0, -0.0006572561830814772
1, 0, 1, 3, 4, 0, 0, 0.00036694219321516006
1, 0, 1, 4, 1, 0, 0, 0.007471389228095335
1, 0, 1, 4, 2, 0, 0, 0.0030485115305296543
1, 0, 1, 4, 3, 0, 0, 0.00036694219321516006
1, 0, 1, 4, 4, 0, 0, -0.0002308468287331262
1, 0, 2, 1, 1, 0, 0, 0.0
1, 0, 2, 1, 2, 0, 0, 0.0
1, 0, 2, 1, 3, 0, 0, 0.0
1, 0, 2, 1, 4, 0, 0, 0.0
1, 0, 2, 2, 1, 0, 0, 0.0
1, 0, 2, 2, 2, 0, 0, 0.0
1, 0, 2, 2, 3, 0, 0, 0.0
1, 0, 2, 2, 4, 0, 0, 0.0
1, 0, 2, 3, 1, 0, 0, 0.0
1, 0, 2, 3, 2, 0, 0, 0.0
1, 0, 2, 3, 3, 0, 0, 0.0
1, 0, 2, 3, 4, 0, 0, 0.0
1, 0, 2, 4, 1, 0, 0, 0.0
1, 0, 2, 4, 2, 0, 0, 0.0
1, 0, 2, 4, 3, 0, 0, 0.0
1, 0, 2, 4, 4, 0, 0, 0.0
1, 0, 3, 1, 1, 0, 0, 0.0
1, 0, 3, 1, 2, 0, 0, 0.0
1, 0, 3, 1, 3, 0, 0, 0.0
1, 0, 3, 1, 4, 0, 0, 0.0
1, 0, 3, 2, 1, 0, 0, 0.0
1, 0, 3, 2, 2, 0, 0, 0.0
1, 0, 3, 2, 3, 0, 0, 0.0
1, 0, 3, 2, 4, 0, 0, 0.0
1, 0, 3, 3, 1, 0, 0, 0.0
1, 0, 3, 3, 2, 0, 0, 0.0
1, 0, 3, 3, 3, 0, 0, 0.0
1, 0, 3, 3, 4, 0, 0, 0.0
1, 0, 3, 4, 1, 0, 0, 0.0
1, 0, 3, 4, 2, 0, 0, 0.0
1, 0, 3, 4, 3, 0, 0, 0.0
1, 0, 3, 4, 4, 0, 0, 0.0
1, 0, 4, 1, 1, 0, 0, 0.0
1, 0, 4, 1, 2, 0, 0, 0.0
1, 0, 4, 1, 3, 0, 0, 0.0
1, 0, 4, 1, 4, 0, 0, 0.0
1, 0, 4, 2, 1, 0, 0, 0.0
1, 0, 4, 2, 2, 0, 0, 0.0
1, 0, 4, 2, 3, 0, 0, 0.0
1, 0, 4, 2, 4, 0, 0, 0.0
1, 0, 4, 3, 1, 0, 0, 0.0
1, 0, 4, 3, 2, 0, 0, 0.0
1, 0, 4, 3, 3, 0, 0, 0.0
1, 0, 4, 3, 4, 0, 0, 0.0
1, 0, 4, 4, 1, 0, 0, 0.0
1, 0, 4, 4, 2, 0, 0, 0.0
1, 0, 4, 4, 3, 0, 0, 0.0
1, 0, 4, 4, 4, 0, 0, 0.0
1, 1, 0, 1, 1, 0, 0, 0.0
1, 1, 0, 1, 2, 0, 0, 0.0
1, 1, 0, 1, 3, 0, 0, 0.0
1, 1, 0, 1, 4, 0, 0, 0.0
1, 1, 0, 2, 1, 0, 0, 0.0
1, 1, 0, 2, 2, 0, 0, 0.0
1, 1, 0, 2, 3, 0, 0, 0.0
1, 1, 0, 2, 4, 0, 0, 0.0
1, 1, 0, 3, 1, 0, 0, 0.0
1, 1, 0, 3, 2, 0, 0, 0.0
1, 1, 0, 3, 3, 0, 0, 0.0
1, 1, 0, 3, 4, 0, 0, 0.0
1, 1, 0, 4, 1, 0, 0, 0.0
1, 1, 0, 4, 2, 0, 0, 0.0
1, 1, 0, 4, 3, 0, 0, 0.0
1, 1, 0, 4, 4, 0, 0, 0.0
1, 1, 1, 1, 1, 0, 0, 0.0
1, 1, 1, 1, 2, 0, 0, 0.0
1, 1, 1, 1, 3, 0, 0, 0.0
1, 1, 1, 1, 4, 0, 0, 0.0
1, 1, 1, 2, 1, 0, 0, 0.0
1, 1, 1, 2, 2, 0, 0, 0.0
1, 1, 1, 2, 3, 0, 0, 0.0
1, 1, 1, 2, 4, 0, 0, 0.0
1, 1, 1, 3, 1, 0, 0, 0.0
1, 1, 1, 3, 2, 0, 0, 0.0
1, 1, 1, 3, 3, 0, 0, 0.0
1, 1, 1, 3, 4, 0, 0, 0.0
1, 1, 1, 4, 1, 0, 0, 0.0
1, 1, 1, 4, 2, 0, 0, 0.0
1, 1, 1, 4, 3, 0, 0, 0.0
1, 1, 1, 4, 4, 0, 0, 0.0
1, 1, 2, 1, 1, 0, 0, -0.5000302578521514
1, 1, 2, 1, 2, 0, 0, -0.007264330713417004
1, 1, 2, 1, 3, 0, 0, -0.014281553369879558
1, 1, 2, 1, 4, 0, 0, 0.007471389228095338
1, 1, 2, 2, 1, 0, 0, -0.0072643307134169525
1, 1, 2, 2, 2, 0, 0, -0.23949946793249308
1, 1, 2, 2, 3, 0, 0, -0.001954082518475168
1, 1, 2, 2, 4, 0, 0, 0.003048511530529652
1, 1, 2, 3, 1, 0, 0, -0.014281553369879555
1, 1, 2, 3, 2, 0, 0, -0.0019540825184751675
1, 1, 2, 3, 3, 0, 0, -0.0006572561830814772
1, 1, 2, 3, 4, 0, 0, 0.00036694219321516006
1, 1, 2, 4, 1, 0, 0, 0.007471389228095335
1, 1, 2, 4, 2, 0, 0, 0.0030485115305296543
1, 1, 2, 4, 3, 0, 0, 0.00036694219321516006
1, 1, 2, 4, 4, 0, 0, -0.0002308468287331262
1, 1, 3, 1, 1, 0, 0, 0.0
1, 1, 3, 1, 2, 0, 0, 0.0
1, 1, 3, 1, 3, 0, 0, 0.0
1, 1, 3, 1, 4, 0, 0, 0.0
1, 1, 3, 2, 1, 0, 0, 0.0
1, 1, 3, 2, 2, 0, 0, 0.0
1, 1, 3, 2, 3, 0, 0, 0.0
1, 1, 3, 2, 4, 0, 0, 0.0
1, 1, 3, 3, 1, 0, 0, 0.0
1, 1, 3, 3, 2, 0, 0, 0.0
1, 1, 3, 3, 3, 0, 0, 0.0
1, 1, 3, 3, 4, 0, 0, 0.0
1, 1, 3, 4, 1, 0, 0, 0.0
1, 1, 3, 4, 2, 0, 0, 0.0
1, 1, 3, 4, 3, 0, 0, 0.0
1, 1, 3, 4, 4, 0, 0, 0.0
1, 1, 4, 1, 1, 0, 0, 0.0
1, 1, 4, 1, 2, 0, 0, 0.0
1, 1, 4, 1, 3, 0, 0, 0.0
1, 1, 4, 1, 4, 0, 0, 0.0
1, 1, 4, 2, 1, 0, 0, 0.0
1, 1, 4, 2, 2, 0, 0, 0.0
1, 1, 4, 2, 3, 0, 0, 0.0
