iteration, site 1, site 2, a, b, i, j, value
3, 2, 0, 3, 1, 0, 0, 0.0
3, 2, 0, 3, 2, 0, 0, 0.0
3, 2, 0, 3, 3, 0, 0, 0.0003672457009792329
3, 2, 0, 3, 4, 0, 0, 4.817023100852967e-05
3, 2, 0, 4, 1, 0, 0, 0.0
3, 2, 0, 4, 2, 0, 0, 0.0
3, 2, 0, 4, 3, 0, 0, 4.817023100852967e-05
3, 2, 0, 4, 4, 0, 0, 0.0003672457009792329
3, 2, 1, 1, 1, 0, 0, -0.03955928535461427
3, 2, 1, 1, 2, 0, 0, 0.01585484886169434
3, 2, 1, 1, 3, 0, 0, 0.0
3, 2, 1, 1, 4, 0, 0, 0.0
3, 2, 1, 2, 1, 0, 0, 0.01585484886169434
3, 2, 1, 2, 2, 0, 0, -0.03955928535461427
3, 2, 1, 2, 3, 0, 0, 0.0
3, 2, 1, 2, 4, 0, 0, 0.0
3, 2, 1, 3, 1, 0, 0, 0.0
3, 2, 1, 3, 2, 0, 0, 0.0
3, 2, 1, 3, 3, 0, 0, 0.0003672457009792329
3, 2, 1, 3, 4, 0, 0, 4.817023100852967e-05
3, 2, 1, 4, 1, 0, 0, 0.0
3, 2, 1, 4, 2, 0, 0, 0.0
3, 2, 1, 4, 3, 0, 0, 4.817023100852967e-05
3, 2, 1, 4, 4, 0, 0, 0.0003672457009792329
3, 2, 2, 1, 1, 0, 0, 0.0
3, 2, 2, 1, 2, 0, 0, 0.0
3, 2, 2, 1, 3, 0, 0, 0.0
3, 2, 2, 1, 4, 0, 0, 0.0
3, 2, 2, 2, 1, 0, 0, 0.0
3, 2, 2, 2, 2, 0, 0, 0.0
3, 2, 2, 2, 3, 0, 0, 0.0
3, 2, 2, 2, 4, 0, 0, 0.0
3, 2, 2, 3, 1, 0, 0, 0.0
3, 2, 2, 3, 2, 0, 0, 0.0
3, 2, 2, 3, 3, 0, 0, 0.0
3, 2, 2, 3, 4, 0, 0, 0.0
3, 2, 2, 4, 1, 0, 0, 0.0
3, 2, 2, 4, 2, 0, 0, 0.0
3, 2, 2, 4, 3, 0, 0, 0.0
3, 2, 2, 4, 4, 0, 0, 0.0
4, 0, 0, 1, 1, 0, 0, 0.0
4, 0, 0, 1, 2, 0, 0, 0.0
4, 0, 0, 1, 3, 0, 0, 0.0
4, 0, 0, 1, 4, 0, 0, 0.0
4, 0, 0, 2, 1, 0, 0, 0.0
4, 0, 0, 2, 2, 0, 0, 0.0
4, 0, 0, 2, 3, 0, 0, 0.0
4, 0, 0, 2, 4, 0, 0, 0.0
4, 0, 0, 3, 1, 0, 0, 0.0
4, 0, 0, 3, 2, 0, 0, 0.0
4, 0, 0, 3, 3, 0, 0, 0.0
4, 0, 0, 3, 4, 0, 0, 0.0
4, 0, 0, 4, 1, 0, 0, 0.0
4, 0, 0, 4, 2, 0, 0, 0.0
4, 0, 0, 4, 3, 0, 0, 0.0
4, 0, 0, 4, 4, 0, 0, 0.0
4, 0, 1, 1, 1, 0, 0, -0.039589267624167625
4, 0, 1, 1, 2, 0, 0, 0.015893349523280455
4, 0, 1, 1, 3, 0, 0, 0.0
4, 0, 1, 1, 4, 0, 0, 0.0
4, 0, 1, 2, 1, 0, 0, 0.015893349523280455
4, 0, 1, 2, 2, 0, 0, -0.039589267624167625
4, 0, 1, 2, 3, 0, 0, 0.0
4, 0, 1, 2, 4, 0, 0, 0.0
4, 0, 1, 3, 1, 0, 0, 0.0
4, 0, 1, 3, 2, 0, 0, 0.0
4, 0, 1, 3, 3, 0, 0, 0.000369976707979851
4, 0, 1, 3, 4, 0, 0, 4.8923098510952934e-05
4, 0, 1, 4, 1, 0, 0, 0.0
4, 0, 1, 4, 2, 0, 0, 0.0
4, 0, 1, 4, 3, 0, 0, 4.8923098510952934e-05
4, 0, 1, 4, 4, 0, 0, 0.000369976707979851
4, 0, 2, 1, 1, 0, 0, -0.039589267624167625
4, 0, 2, 1, 2, 0, 0, 0.015893349523280455
4, 0, 2, 1, 3, 0, 0, 0.0
4, 0, 2, 1, 4, 0, 0, 0.0
4, 0, 2, 2, 1, 0, 0, 0.015893349523280455
4, 0, 2, 2, 2, 0, 0, -0.039589267624167625
4, 0, 2, 2, 3, 0, 0, 0.0
4, 0, 2, 2, 4, 0, 0, 0.0
4, 0, 2, 3, 1, 0, 0, 0.0
4, 0, 2, 3, 2, 0, 0, 0.0
4, 0, 2, 3, 3, 0, 0, 0.000369976707979851
4, 0, 2, 3, 4, 0, 0, 4.8923098510952934e-05
4, 0, 2, 4, 1, 0, 0, 0.0
4, 0, 2, 4, 2, 0, 0, 0.0
4, 0, 2, 4, 3, 0, 0, 4.8923098510952934e-05
4, 0, 2, 4, 4, 0, 0, 0.000369976707979851
4, 1, 0, 1, 1, 0, 0, -0.039589267624167625
4, 1, 0, 1, 2, 0, 0, 0.015893349523280455
4, 1, 0, 1, 3, 0, 0, 0.0
4, 1, 0, 1, 4, 0, 0, 0.0
4, 1, 0, 2, 1, 0, 0, 0.015893349523280455
4, 1, 0, 2, 2, 0, 0, -0.039589267624167625
4, 1, 0, 2, 3, 0, 0, 0.0
4, 1, 0, 2, 4, 0, 0, 0.0
4, 1, 0, 3, 1, 0, 0, 0.0
4, 1, 0, 3, 2, 0, 0, 0.0
4, 1, 0, 3, 3, 0, 0, 0.000369976707979851
4, 1, 0, 3, 4, 0, 0, 4.8923098510952934e-05
4, 1, 0, 4, 1, 0, 0, 0.0
4, 1, 0, 4, 2, 0, 0, 0.0
4, 1, 0, 4, 3, 0, 0, 4.8923098510952934e-05
4, 1, 0, 4, 4, 0, 0, 0.000369976707979851
4, 1, 1, 1, 1, 0, 0, 0.0
4, 1, 1, 1, 2, 0, 0, 0.0
4, 1, 1, 1, 3, 0, 0, 0.0
4, 1, 1, 1, 4, 0, 0, 0.0
4, 1, 1, 2, 1, 0, 0, 0.0
4, 1, 1, 2, 2, 0, 0, 0.0
4, 1, 1, 2, 3, 0, 0, 0.0
4, 1, 1, 2, 4, 0, 0, 0.0
4, 1, 1, 3, 1, 0, 0, 0.0
4, 1, 1, 3, 2, 0, 0, 0.0
4, 1, 1, 3, 3, 0, 0, 0.0
4, 1, 1, 3, 4, 0, 0, 0.0
4, 1, 1, 4, 1, 0, 0, 0.0
4, 1, 1, 4, 2, 0, 0, 0.0
4, 1, 1, 4, 3, 0, 0, 0.0
4, 1, 1, 4, 4, 0, 0, 0.0
4, 1, 2, 1, 1, 0, 0, -0.039589267624167625
4, 1, 2, 1, 2, 0, 0, 0.015893349523280455
4, 1, 2, 1, 3, 0, 0, 0.0
4, 1, 2, 1, 4, 0, 0, 0.0
4, 1, 2, 2, 1, 0, 0, 0.015893349523280455
4, 1, 2, 2, 2, 0, 0, -0.039589267624167625
4, 1, 2, 2, 3, 0, 0, 0.0
4, 1, 2, 2, 4, 0, 0, 0.0
4, 1, 2, 3, 1, 0, 0, 0.0
4, 1, 2, 3, 2, 0, 0, 0.0
4, 1, 2, 3, 3, 0, 0, 0.000369976707979851
4, 1, 2, 3, 4, 0, 0, 4.8923098510952934e-05
4, 1, 2, 4, 1, 0, 0, 0.0
4, 1, 2, 4, 2, 0, 0, 0.0
4, 1, 2, 4, 3, 0, 0, 4.8923098510952934e-05
4, 1, 2, 4, 4, 0, 0, 0.000369976707979851
4, 2, 0, 1, 1, 0, 0, -0.039589267624167625
4, 2, 0, 1, 2, 0, 0, 0.015893349523280455
4, 2, 0, 1, 3, 0, 0, 0.0
4, 2, 0, 1, 4, 0, 0, 0.0
4, 2, 0, 2, 1, 0, 0, 0.015893349523280455
4, 2, 0, 2, 2, 0, 0, -0.039589267624167625
4, 2, 0, 2, 3, 0, 0, 0.0
4, 2, 0, 2, 4, 0, 0, 0.0
4, 2, 0, 3, 1, 0, 0, 0.0
4, 2, 0, 3, 2, 0, 0, 0.0
4, 2, 0, 3, 3, 0, 0, 0.000369976707979851
4, 2, 0, 3, 4, 0, 0, 4.8923098510952934e-05
4, 2, 0, 4, 1, 0, 0, 0.0
4, 2, 0, 4, 2, 0, 0, 0.0
4, 2, 0, 4, 3, 0, 0, 4.8923098510952934e-05
4, 2, 0, 4, 4, 0, 0, 0.000369976707979851
4, 2, 1, 1, 1, 0, 0, -0.039589267624167625
4, 2, 1, 1, 2, 0, 0, 0.015893349523280455
4, 2, 1, 1, 3, 0, 0, 0.0
4, 2, 1, 1, 4, 0, 0, 0.0
4, 2, 1, 2, 1, 0, 0, 0.015893349523280455
4, 2, 1, 2, 2, 0, 0, -0.039589267624167625
4, 2, 1, 2, 3, 0, 0, 0.0
4, 2, 1, 2, 4, 0, 0, 0.0
4, 2, 1, 3, 1, 0, 0, 0.0
4, 2, 1, 3, 2, 0, 0, 0.0
4, 2, 1, 3, 3, 0, 0, 0.000369976707979851
4, 2, 1, 3, 4, 0, 0, 4.8923098510952934e-05
4, 2, 1, 4, 1, 0, 0, 0.0
4, 2, 1, 4, 2, 0, 0, 0.0
4, 2, 1, 4, 3, 0, 0, 4.8923098510952934e-05
4, 2, 1, 4, 4, 0, 0, 0.000369976707979851
4, 2, 2, 1, 1, 0, 0, 0.0
4, 2, 2, 1, 2, 0, 0, 0.0
4, 2, 2, 1, 3, 0, 0, 0.0
4, 2, 2, 1, 4, 0, 0, 0.0
4, 2, 2, 2, 1, 0, 0, 0.0
4, 2, 2, 2, 2, 0, 0, 0.0
4, 2, 2, 2, 3, 0, 0, 0.0
4, 2, 2, 2, 4, 0, 0, 0.0
4, 2, 2, 3, 1, 0, 0, 0.0
4, 2, 2, 3, 2, 0, 0, 0.0
4, 2, 2, 3, 3, 0, 0, 0.0
4, 2, 2, 3, 4, 0, 0, 0.0
4, 2, 2, 4, 1, 0, 0, 0.0
4, 2, 2, 4, 2, 0, 0, 0.0
4, 2, 2, 4, 3, 0, 0, 0.0
4, 2, 2, 4, 4, 0, 0, 0.0
5, 0, 0, 1, 1, 0, 0, 0.0
5, 0, 0, 1, 2, 0, 0, 0.0
5, 0, 0, 1, 3, 0, 0, 0.0
5, 0, 0, 1, 4, 0, 0, 0.0
5, 0, 0, 2, 1, 0, 0, 0.0
5, 0, 0, 2, 2, 0, 0, 0.0
5, 0, 0, 2, 3, 0, 0, 0.0
5, 0, 0, 2, 4, 0, 0, 0.0
5, 0, 0, 3, 1, 0, 0, 0.0
5, 0, 0, 3, 2, 0, 0, 0.0
5, 0, 0, 3, 3, 0, 0, 0.0
5, 0, 0, 3, 4, 0, 0, 0.0
5, 0, 0, 4, 1, 0, 0, 0.0
5, 0, 0, 4, 2, 0, 0, 0.0
5, 0, 0, 4, 3, 0, 0, 0.0
5, 0, 0, 4, 4, 0, 0, 0.0
5, 0, 1, 1, 1, 0, 0, -0.03959316303041456
5, 0, 1, 1, 2, 0, 0, 0.015897425965942284
5, 0, 1, 1, 3, 0, 0, 0.0
5, 0, 1, 1, 4, 0, 0, 0.0
5, 0, 1, 2, 1, 0, 0, 0.015897425965942284
5, 0, 1, 2, 2, 0, 0, -0.03959316303041456
5, 0, 1, 2, 3, 0, 0, 0.0
5, 0, 1, 2, 4, 0, 0, 0.0
5, 0, 1, 3, 1, 0, 0, 0.0
5, 0, 1, 3, 2, 0, 0, 0.0
5, 0, 1, 3, 3, 0, 0, 0.0003702469550285471
5, 0, 1, 3, 4, 0, 0, 4.9034497368676353e-05
5, 0, 1, 4, 1, 0, 0, 0.0
5, 0, 1, 4, 2, 0, 0, 0.0
5, 0, 1, 4, 3, 0, 0, 4.9034497368676353e-05
5, 0, 1, 4, 4, 0, 0, 0.0003702469550285471
5, 0, 2, 1, 1, 0, 0, -0.03959316303041456
5, 0, 2, 1, 2, 0, 0, 0.015897425965942284
5, 0, 2, 1, 3, 0, 0, 0.0
5, 0, 2, 1, 4, 0, 0, 0.0
5, 0, 2, 2, 1, 0, 0, 0.015897425965942284
5, 0, 2, 2, 2, 0, 0, -0.03959316303041456
5, 0, 2, 2, 3, 0, 0, 0.0
5, 0, 2, 2, 4, 0, 0, 0.0
5, 0, 2, 3, 1, 0, 0, 0.0
5, 0, 2, 3, 2, 0, 0, 0.0
5, 0, 2, 3, 3, 0, 0, 0.0003702469550285471
5, 0, 2, 3, 4, 0, 0, 4.9034497368676353e-05
5, 0, 2, 4, 1, 0, 0, 0.0
5, 0, 2, 4, 2, 0, 0, 0.0
5, 0, 2, 4, 3, 0, 0, 4.9034497368676353e-05
5, 0, 2, 4, 4, 0, 0, 0.0003702469550285471
5, 1, 0, 1, 1, 0, 0, -0.03959316303041456
5, 1, 0, 1, 2, 0, 0, 0.015897425965942284
5, 1, 0, 1, 3, 0, 0, 0.0
5, 1, 0, 1, 4, 0, 0, 0.0
5, 1, 0, 2, 1, 0, 0, 0.015897425965942284
5, 1, 0, 2, 2, 0, 0, -0.03959316303041456
5, 1, 0, 2, 3, 0, 0, 0.0
5, 1, 0, 2, 4, 0, 0, 0.0
5, 1, 0, 3, 1, 0, 0, 0.0
5, 1, 0, 3, 2, 0, 0, 0.0
5, 1, 0, 3, 3, 0, 0, 0.0003702469550285471
5, 1, 0, 3, 4, 0, 0, 4.9034497368676353e-05
5, 1, 0, 4, 1, 0, 0, 0.0
5, 1, 0, 4, 2, 0, 0, 0.0
5, 1, 0, 4, 3, 0, 0, 4.9034497368676353e-05
5, 1, 0, 4, 4, 0, 0, 0.0003702469550285471
5, 1, 1, 1, 1, 0, 0, 0.0
5, 1, 1, 1, 2, 0, 0, 0.0
5, 1, 1, 1, 3, 0, 0, 0.0
5, 1, 1, 1, 4, 0, 0, 0.0
5, 1, 1, 2, 1, 0, 0, 0.0
5, 1, 1, 2, 2, 0, 0, 0.0
5, 1, 1, 2, 3, 0, 0, 0.0
5, 1, 1, 2, 4, 0, 0, 0.0
5, 1, 1, 3, 1, 0, 0, 0.0
5, 1, 1, 3, 2, 0, 0, 0.0
5, 1, 1, 3, 3, 0, 0, 0.0
5, 1, 1, 3, 4, 0, 0, 0.0
5, 1, 1, 4, 1, 0, 0, 0.0
5, 1, 1, 4, 2, 0, 0, 0.0
5, 1, 1, 4, 3, 0, 0, 0.0
5, 1, 1, 4, 4, 0, 0, 0.0
5, 1, 2, 1, 1, 0, 0, -0.03959316303041456
5, 1, 2, 1, 2, 0, 0, 0.015897425965942284
5, 1, 2, 1, 3, 0, 0, 0.0
5, 1, 2, 1, 4, 0, 0, 0.0
5, 1, 2, 2, 1, 0, 0, 0.015897425965942284
5, 1, 2, 2, 2, 0, 0, -0.03959316303041456
5, 1, 2, 2, 3, 0, 0, 0.0
5, 1, 2, 2, 4, 0, 0, 0.0
5, 1, 2, 3, 1, 0, 0, 0.0
5, 1, 2, 3, 2, 0, 0, 0.0
5, 1, 2, 3, 3, 0, 0, 0.0003702469550285471
5, 1, 2, 3, 4, 0, 0, 4.9034497368676353e-05
5, 1, 2, 4, 1, 0, 0, 0.0
5, 1, 2, 4, 2, 0, 0, 0.0
5, 1, 2, 4, 3, 0, 0, 4.9034497368676353e-05
5, 1, 2, 4, 4, 0, 0, 0.0003702469550285471
5, 2, 0, 1, 1, 0, 0, -0.03959316303041456
5, 2, 0, 1, 2, 0, 0, 0.015897425965942284
5, 2, 0, 1, 3, 0, 0, 0.0
5, 2, 0, 1, 4, 0, 0, 0.0
5, 2, 0, 2, 1, 0, 0, 0.015897425965942284
5, 2, 0, 2, 2, 0, 0, -0.03959316303041456
5, 2, 0, 2, 3, 0, 0, 0.0
5, 2, 0, 2, 4, 0, 0, 0.0
5, 2, 0, 3, 1, 0, 0, 0.0
5, 2, 0, 3, 2, 0, 0, 0.0
5, 2, 0, 3, 3, 0, 0, 0.0003702469550285471
5, 2, 0, 3, 4, 0, 0, 4.9034497368676353e-05
5, 2, 0, 4, 1, 0, 0, 0.0
5, 2, 0, 4, 2, 0, 0, 0.0
5, 2, 0, 4, 3, 0, 0, 4.9034497368676353e-05
5, 2, 0, 4, 4, 0, 0, 0.0003702469550285471
5, 2, 1, 1, 1, 0, 0, -0.03959316303041456
5, 2, 1, 1, 2, 0, 0, 0.015897425965942284
5, 2, 1, 1, 3, 0, 0, 0.0
5, 2, 1, 1, 4, 0, 0, 0.0
5, 2, 1, 2, 1, 0, 0, 0.015897425965942284
5, 2, 1, 2, 2, 0, 0, -0.03959316303041456
5, 2, 1, 2, 3, 0, 0, 0.0
5, 2, 1, 2, 4, 0, 0, 0.0
5, 2, 1, 3, 1, 0, 0, 0.0
5, 2, 1, 3, 2, 0, 0, 0.0
5, 2, 1, 3, 3, 0, 0, 0.0003702469550285471
5, 2, 1, 3, 4, 0, 0, 4.9034497368676353e-05
5, 2, 1, 4, 1, 0, 0, 0.0
5, 2, 1, 4, 2, 0, 0, 0.0
5, 2, 1, 4, 3, 0, 0, 4.9034497368676353e-05
5, 2, 1, 4, 4, 0, 0, 0.0003702469550285471
5, 2, 2, 1, 1, 0, 0, 0.0
5, 2, 2, 1, 2, 0, 0, 0.0
5, 2, 2, 1, 3, 0, 0, 0.0
5, 2, 2, 1, 4, 0, 0, 0.0
5, 2, 2, 2, 1, 0, 0, 0.0
5, 2, 2, 2, 2, 0, 0, 0.0
5, 2, 2, 2, 3, 0, 0, 0.0
5, 2, 2, 2, 4, 0, 0, 0.0
5, 2, 2, 3, 1, 0, 0, 0.0
5, 2, 2, 3, 2, 0, 0, 0.0
5, 2, 2, 3, 3, 0, 0, 0.0
5, 2, 2, 3, 4, 0, 0, 0.0
5, 2, 2, 4, 1, 0, 0, 0.0
5, 2, 2, 4, 2, 0, 0, 0.0
5, 2, 2, 4, 3, 0, 0, 0.0
5, 2, 2, 4, 4, 0, 0, 0.0
6, 0, 0, 1, 1, 0, 0, 0.0
6, 0, 0, 1, 2, 0, 0, 0.0
6, 0, 0, 1, 3, 0, 0, 0.0
6, 0, 0, 1, 4, 0, 0, 0.0
6, 0, 0, 2, 1, 0, 0, 0.0
6, 0, 0, 2, 2, 0, 0, 0.0
6, 0, 0, 2, 3, 0, 0, 0.0
6, 0, 0, 2, 4, 0, 0, 0.0
6, 0, 0, 3, 1, 0, 0, 0.0
6, 0, 0, 3, 2, 0, 0, 0.0
6, 0, 0, 3, 3, 0, 0, 0.0
6, 0, 0, 3, 4, 0, 0, 0.0
6, 0, 0, 4, 1, 0, 0, 0.0
6, 0, 0, 4, 2, 0, 0, 0.0
6, 0, 0, 4, 3, 0, 0, 0.0
6, 0, 0, 4, 4, 0, 0, 0.0
6, 0, 1, 1, 1, 0, 0, -0.03959359835070544
6, 0, 1, 1, 2, 0, 0, 0.015897938541950568
6, 0, 1, 1, 3, 0, 0, 0.0
6, 0, 1, 1, 4, 0, 0, 0.0
6, 0, 1, 2, 1, 0, 0, 0.015897938541950568
6, 0, 1, 2, 2, 0, 0, -0.03959359835070544
6, 0, 1, 2, 3, 0, 0, 0.0
6, 0, 1, 2, 4, 0, 0, 0.0
6, 0, 1, 3, 1, 0, 0, 0.0
6, 0, 1, 3, 2, 0, 0, 0.0
6, 0, 1, 3, 3, 0, 0, 0.0003702821388555715
6, 0, 1, 3, 4, 0, 0, 4.90460659819769e-05
6, 0, 1, 4, 1, 0, 0, 0.0
6, 0, 1, 4, 2, 0, 0, 0.0
6, 0, 1, 4, 3, 0, 0, 4.90460659819769e-05
6, 0, 1, 4, 4, 0, 0, 0.0003702821388555715
6, 0, 2, 1, 1, 0, 0, -0.03959359835070544
6, 0, 2, 1, 2, 0, 0, 0.015897938541950568
6, 0, 2, 1, 3, 0, 0, 0.0
6, 0, 2, 1, 4, 0, 0, 0.0
6, 0, 2, 2, 1, 0, 0, 0.015897938541950568
6, 0, 2, 2, 2, 0, 0, -0.03959359835070544
6, 0, 2, 2, 3, 0, 0, 0.0
6, 0, 2, 2, 4, 0, 0, 0.0
6, 0, 2, 3, 1, 0, 0, 0.0
6, 0, 2, 3, 2, 0, 0, 0.0
6, 0, 2, 3, 3, 0, 0, 0.0003702821388555715
6, 0, 2, 3, 4, 0, 0, 4.90460659819769e-05
6, 0, 2, 4, 1, 0, 0, 0.0
6, 0, 2, 4, 2, 0, 0, 0.0
6, 0, 2, 4, 3, 0, 0, 4.90460659819769e-05
6, 0, 2, 4, 4, 0, 0, 0.0003702821388555715
6, 1, 0, 1, 1, 0, 0, -0.03959359835070544
6, 1, 0, 1, 2, 0, 0, 0.015897938541950568
6, 1, 0, 1, 3, 0, 0, 0.0
6, 1, 0, 1, 4, 0, 0, 0.0
6, 1, 0, 2, 1, 0, 0, 0.015897938541950568
6, 1, 0, 2, 2, 0, 0, -0.03959359835070544
6, 1, 0, 2, 3, 0, 0, 0.0
6, 1, 0, 2, 4, 0, 0, 0.0
6, 1, 0, 3, 1, 0, 0, 0.0
6, 1, 0, 3, 2, 0, 0, 0.0
6, 1, 0, 3, 3, 0, 0, 0.0003702821388555715
6, 1, 0, 3, 4, 0, 0, 4.90460659819769e-05
6, 1, 0, 4, 1, 0, 0, 0.0
6, 1, 0, 4, 2, 0, 0, 0.0
6, 1, 0, 4, 3, 0, 0, 4.90460659819769e-05
6, 1, 0, 4, 4, 0, 0, 0.0003702821388555715
6, 1, 1, 1, 1, 0, 0, 0.0
6, 1, 1, 1, 2, 0, 0, 0.0
6, 1, 1, 1, 3, 0, 0, 0.0
6, 1, 1, 1, 4, 0, 0, 0.0
6, 1, 1, 2, 1, 0, 0, 0.0
6, 1, 1, 2, 2, 0, 0, 0.0
6, 1, 1, 2, 3, 0, 0, 0.0
6, 1, 1, 2, 4, 0, 0, 0.0
6, 1, 1, 3, 1, 0, 0, 0.0
6, 1, 1, 3, 2, 0, 0, 0.0
6, 1, 1, 3, 3, 0, 0, 0.0
6, 1, 1, 3, 4, 0, 0, 0.0
6, 1, 1, 4, 1, 0, 0, 0.0
6, 1, 1, 4, 2, 0, 0, 0.0
6, 1, 1, 4, 3, 0, 0, 0.0
6, 1, 1, 4, 4, 0, 0, 0.0
6, 1, 2, 1, 1, 0, 0, -0.03959359835070544
6, 1, 2, 1, 2, 0, 0, 0.015897938541950568
6, 1, 2, 1, 3, 0, 0, 0.0
6, 1, 2, 1, 4, 0, 0, 0.0
6, 1, 2, 2, 1, 0, 0, 0.015897938541950568
6, 1, 2, 2, 2, 0, 0, -0.03959359835070544
6, 1, 2, 2, 3, 0, 0, 0.0
6, 1, 2, 2, 4, 0, 0, 0.0
6, 1, 2, 3, 1, 0, 0, 0.0
6, 1, 2, 3, 2, 0, 0, 0.0
6, 1, 2, 3, 3, 0, 0, 0.0003702821388555715
6, 1, 2, 3, 4, 0, 0, 4.90460659819769e-05
6, 1, 2, 4, 1, 0, 0, 0.0
6, 1, 2, 4, 2, 0, 0, 0.0
6, 1, 2, 4, 3, 0, 0, 4.90460659819769e-05
6, 1, 2, 4, 4, 0, 0, 0.0003702821388555715
6, 2, 0, 1, 1, 0, 0, -0.03959359835070544
6, 2, 0, 1, 2, 0, 0, 0.015897938541950568
6, 2, 0, 1, 3, 0, 0, 0.0
6, 2, 0, 1, 4, 0, 0, 0.0
6, 2, 0, 2, 1, 0, 0, 0.015897938541950568
6, 2, 0, 2, 2, 0, 0, -0.03959359835070544
6, 2, 0, 2, 3, 0, 0, 0.0
6, 2, 0, 2, 4, 0, 0, 0.0
6, 2, 0, 3, 1, 0, 0, 0.0
6, 2, 0, 3, 2, 0, 0, 0.0
6, 2, 0, 3, 3, 0, 0, 0.0003702821388555715
6, 2, 0, 3, 4, 0, 0, 4.90460659819769e-05
6, 2, 0, 4, 1, 0, 0, 0.0
6, 2, 0, 4, 2, 0, 0, 0.0
6, 2, 0, 4, 3, 0, 0, 4.90460659819769e-05
6, 2, 0, 4, 4, 0, 0, 0.0003702821388555715
6, 2, 1, 1, 1, 0, 0, -0.03959359835070544
6, 2, 1, 1, 2, 0, 0, 0.015897938541950568
6, 2, 1, 1, 3, 0, 0, 0.0
6, 2, 1, 1, 4, 0, 0, 0.0
6, 2, 1, 2, 1, 0, 0, 0.015897938541950568
6, 2, 1, 2, 2, 0, 0, -0.03959359835070544
6, 2, 1, 2, 3, 0, 0, 0.0
6, 2, 1, 2, 4, 0, 0, 0.0
6, 2, 1, 3, 1, 0, 0, 0.0
6, 2, 1, 3, 2, 0, 0, 0.0
6, 2, 1, 3, 3, 0, 0, 0.0003702821388555715
6, 2, 1, 3, 4, 0, 0, 4.90460659819769e-05
6, 2, 1, 4, 1, 0, 0, 0.0
6, 2, 1, 4, 2, 0, 0, 0.0
6, 2, 1, 4, 3, 0, 0, 4.90460659819769e-05
6, 2, 1, 4, 4, 0, 0, 0.0003702821388555715
6, 2, 2, 1, 1, 0, 0, 0.0
6, 2, 2, 1, 2, 0, 0, 0.0
6, 2, 2, 1, 3, 0, 0, 0.0
6, 2, 2, 1, 4, 0, 0, 0.0
6, 2, 2, 2, 1, 0, 0, 0.0
6, 2, 2, 2, 2, 0, 0, 0.0
6, 2, 2, 2, 3, 0, 0, 0.0
6, 2, 2, 2, 4, 0, 0, 0.0
6, 2, 2, 3, 1, 0, 0, 0.0
6, 2, 2, 3, 2, 0, 0, 0.0
6, 2, 2, 3, 3, 0, 0, 0.0
6, 2, 2, 3, 4, 0, 0, 0.0
6, 2, 2, 4, 1, 0, 0, 0.0
6, 2, 2, 4, 2, 0, 0, 0.0
6, 2, 2, 4, 3, 0, 0, 0.0
6, 2, 2, 4, 4, 0, 0, 0.0
7, 0, 0, 1, 1, 0, 0, 0.0
7, 0, 0, 1, 2, 0, 0, 0.0
7, 0, 0, 1, 3, 0, 0, 0.0
7, 0, 0, 1, 4, 0, 0, 0.0
7, 0, 0, 2, 1, 0, 0, 0.0
7, 0, 0, 2, 2, 0, 0, 0.0
7, 0, 0, 2, 3, 0, 0, 0.0
7, 0, 0, 2, 4, 0, 0, 0.0
7, 0, 0, 3, 1, 0, 0, 0.0
7, 0, 0, 3, 2, 0, 0, 0.0
7, 0, 0, 3, 3, 0, 0, 0.0
7, 0, 0, 3, 4, 0, 0, 0.0
7, 0, 0, 4, 1, 0, 0, 0.0
7, 0, 0, 4, 2, 0, 0, 0.0
7, 0, 0, 4, 3, 0, 0, 0.0
7, 0, 0, 4, 4, 0, 0, 0.0
7, 0, 1, 1, 1, 0, 0, -0.03959365133232967
7, 0, 1, 1, 2, 0, 0, 0.015897996824111763
7, 0, 1, 1, 3, 0, 0, 0.0
7, 0, 1, 1, 4, 0, 0, 0.0
7, 0, 1, 2, 1, 0, 0, 0.015897996824111763
7, 0, 1, 2, 2, 0, 0, -0.03959365133232967
7, 0, 1, 2, 3, 0, 0, 0.0
7, 0, 1, 2, 4, 0, 0, 0.0
7, 0, 1, 3, 1, 0, 0, 0.0
7, 0, 1, 3, 2, 0, 0, 0.0
7, 0, 1, 3, 3, 0, 0, 0.00037028606664789814
7, 0, 1, 3, 4, 0, 0, 4.904753797537609e-05
7, 0, 1, 4, 1, 0, 0, 0.0
7, 0, 1, 4, 2, 0, 0, 0.0
7, 0, 1, 4, 3, 0, 0, 4.904753797537609e-05
7, 0, 1, 4, 4, 0, 0, 0.00037028606664789814
7, 0, 2, 1, 1, 0, 0, -0.03959365133232967
7, 0, 2, 1, 2, 0, 0, 0.015897996824111763
7, 0, 2, 1, 3, 0, 0, 0.0
7, 0, 2, 1, 4, 0, 0, 0.0
7, 0, 2, 2, 1, 0, 0, 0.015897996824111763
7, 0, 2, 2, 2, 0, 0, -0.03959365133232967
7, 0, 2, 2, 3, 0, 0, 0.0
7, 0, 2, 2, 4, 0, 0, 0.0
7, 0, 2, 3, 1, 0, 0, 0.0
7, 0, 2, 3, 2, 0, 0, 0.0
7, 0, 2, 3, 3, 0, 0, 0.00037028606664789814
7, 0, 2, 3, 4, 0, 0, 4.904753797537609e-05
7, 0, 2, 4, 1, 0, 0, 0.0
7, 0, 2, 4, 2, 0, 0, 0.0
7, 0, 2, 4, 3, 0, 0, 4.904753797537609e-05
